Timestamp,Open,High,Low,Close,Volume
1704699960000,43904.5,43904.5,43879.5,43879.5,26.74403931
1704700020000,43879.5,43889.5,43879.5,43886.0,6.04549482
1704700080000,43886.0,43908.5,43879.0,43907.5,17.49716592
1704700140000,43908.0,43915.0,43901.0,43910.5,14.22030298
1704700200000,43909.5,43913.5,43905.0,43913.5,8.68503201
1704700260000,43923.5,43937.0,43923.5,43937.0,4.78379038
1704700320000,43937.5,43953.0,43937.0,43942.5,9.94090302
1704700380000,43943.0,43968.0,43943.0,43968.0,8.96143755
1704700440000,43970.0,44004.5,43970.0,43994.0,19.66054601
1704700500000,43993.5,43996.5,43954.5,43990.5,33.7052519
1704700560000,43990.0,43990.0,43981.5,43981.5,1.33159353
1704700620000,43981.5,44001.0,43980.5,43993.0,9.7596107
1704700680000,43992.5,44018.5,43990.5,44017.0,9.19054463
1704700740000,44017.0,44017.0,43990.0,43998.0,5.38711298
1704700800000,43998.0,43999.0,43977.0,43981.5,16.44791173
1704700860000,43982.0,43984.5,43957.0,43980.5,13.43922939
1704700920000,43980.5,44020.5,43980.5,44017.0,8.54208511
1704700980000,44016.5,44016.5,43983.0,43983.0,5.02473097
1704701040000,43983.0,43989.0,43974.0,43986.0,16.87949339
1704701100000,43986.0,43986.0,43958.5,43958.5,3.89119216
1704701160000,43958.5,43967.0,43948.0,43959.5,5.56566895
1704701220000,43959.5,43959.5,43953.5,43959.5,1.83778242
1704701280000,43972.5,43973.0,43965.0,43973.0,2.6771899
1704701340000,43973.0,43973.0,43967.0,43967.5,0.25356856
1704701400000,43967.5,43986.5,43967.5,43986.5,20.04163913
1704701460000,43993.5,44046.5,43993.5,44039.5,4.76971693
1704701520000,44039.5,44056.5,44037.5,44037.5,9.62579484
1704701580000,44035.0,44035.0,44009.0,44019.5,2.15855421
1704701640000,44012.0,44027.5,44012.0,44027.5,1.23608696
1704701700000,44022.0,44022.0,44012.0,44012.0,1.55922632
1704701760000,44012.0,44016.5,44012.0,44016.5,1.16439706
1704701820000,44026.0,44051.0,44026.0,44033.0,7.91383233
1704701880000,44046.5,44046.5,44046.5,44046.5,0.61616701
1704701940000,44057.0,44057.0,44049.5,44056.0,0.66828882
1704702000000,44056.0,44071.0,44056.0,44069.5,0.47860674
1704702060000,44068.0,44087.0,44055.5,44085.0,8.95511706
1704702120000,44081.0,44087.5,44068.5,44068.5,1.59036357
1704702180000,44080.5,44080.5,44056.5,44056.5,1.52526968
1704702240000,44068.5,44069.0,44055.0,44060.5,1.99975441
1704702300000,44065.0,44077.5,44050.5,44054.5,4.02990442
1704702360000,44060.0,44060.0,44015.0,44015.0,2.13842961
1704702420000,44013.5,44017.0,43995.5,44008.5,2.79899878
1704702480000,44008.0,44022.5,44008.0,44021.5,1.01294669
1704702540000,44018.5,44018.5,44015.5,44016.0,1.05478719
1704702600000,44016.0,44036.5,44016.0,44036.5,1.07567453
1704702660000,44040.0,44049.5,44025.0,44025.0,6.06234597
1704702720000,44018.5,44030.5,44015.5,44015.5,1.59893354
1704702780000,44015.5,44015.5,44007.0,44010.0,1.4759368
1704702840000,44012.0,44031.0,44012.0,44029.0,1.58999863
1704702900000,44029.0,44037.0,44008.0,44008.0,2.1302363
1704702960000,44006.5,44007.0,44006.5,44006.5,4.14755441
1704703020000,44009.0,44009.5,43978.5,43978.5,17.27073558
1704703080000,43976.0,43989.5,43968.0,43979.0,15.10626318
1704703140000,43979.5,43980.5,43968.0,43968.0,16.00442751
1704703200000,43964.0,43966.5,43960.0,43960.0,1.0633796
1704703260000,43960.0,43960.0,43952.0,43954.0,1.37674087
1704703320000,43958.0,43969.0,43950.5,43950.5,2.74595596
1704703380000,43950.5,43952.0,43924.5,43934.0,7.05538193
1704703440000,43934.0,43936.0,43928.5,43931.5,3.46953407
1704703500000,43933.5,43935.5,43932.0,43932.5,0.08262577
1704703560000,43932.5,43935.5,43921.5,43921.5,1.7228652
1704703620000,43921.5,43936.5,43921.5,43935.0,1.82186813
1704703680000,43927.5,43927.5,43927.5,43927.5,0.34921177
1704703740000,43929.0,43940.5,43929.0,43940.5,16.67958582
1704703800000,43940.5,43949.5,43940.5,43949.5,4.92422777
1704703860000,43940.0,43940.0,43940.0,43940.0,0.20050068
1704703920000,43933.0,43941.0,43929.5,43929.5,5.15734679
1704703980000,43926.0,43926.0,43909.5,43909.5,22.04275947
1704704040000,43910.0,43910.0,43909.5,43910.0,13.6396268
1704704100000,43909.5,43911.0,43895.0,43904.0,19.99675354
1704704160000,43905.5,43905.5,43905.5,43905.5,6.16095933
1704704220000,43899.5,43903.0,43890.0,43890.0,8.99356845
1704704280000,43890.5,43890.5,43870.5,43875.5,11.62874266
1704704340000,43876.0,43904.5,43876.0,43901.5,6.22411785
1704704400000,43896.5,43912.0,43886.5,43912.0,6.10567915
1704704460000,43912.0,43913.5,43900.0,43913.5,0.53243571
1704704520000,43917.0,43935.0,43917.0,43930.0,0.52608496
1704704580000,43927.0,43927.0,43909.5,43911.0,0.4027999
