Timestamp,Open,High,Low,Close,Volume
2024-01-08 07:46:00,43900.0,43904.5,43899.0,43899.0,1.34029015
2024-01-08 07:47:00,43899.0,43899.0,43899.0,43899.0,0.0
2024-01-08 07:48:00,43882.5,43890.0,43882.5,43887.0,1.84270117
2024-01-08 07:49:00,43910.0,43910.5,43906.5,43906.5,0.04554927
2024-01-08 07:50:00,43909.0,43909.0,43909.0,43909.0,1.15466078
2024-01-08 07:51:00,43925.5,43936.0,43925.5,43936.0,1.10196064
2024-01-08 07:52:00,43937.5,43937.5,43937.5,43937.5,10.96625889
2024-01-08 07:53:00,43947.5,43947.5,43947.5,43947.5,0.97161386
2024-01-08 07:54:00,43970.0,43994.0,43970.0,43994.0,11.5432363
2024-01-08 07:55:00,43969.5,43984.5,43958.0,43984.5,46.34068548
2024-01-08 07:56:00,43990.0,43990.0,43990.0,43990.0,0.06796999
2024-01-08 07:57:00,43989.0,43990.5,43981.0,43981.5,3.34641736
2024-01-08 07:58:00,43993.0,44002.0,43993.0,44002.0,3.54274586
2024-01-08 07:59:00,44002.0,44002.0,43990.0,43990.0,3.23945426
2024-01-08 08:00:00,43990.0,43996.5,43989.5,43996.5,7.87356846
2024-01-08 08:01:00,43993.0,43993.0,43973.5,43973.5,7.79157545
2024-01-08 08:02:00,43974.5,43981.5,43974.5,43981.5,17.6601894
2024-01-08 08:03:00,44006.0,44014.5,43992.5,43992.5,5.78580586
2024-01-08 08:04:00,43992.5,43992.5,43987.5,43987.5,1.5073799
2024-01-08 08:05:00,43984.0,43986.5,43970.5,43970.5,8.8108295
2024-01-08 08:06:00,43965.0,43965.0,43962.0,43962.0,1.63726514
2024-01-08 08:07:00,43957.5,43960.0,43957.5,43960.0,2.30190334
2024-01-08 08:08:00,43960.0,43960.0,43960.0,43960.0,3.32051865
2024-01-08 08:09:00,43972.5,43972.5,43972.5,43972.5,2.20410484
2024-01-08 08:10:00,43972.5,43972.5,43970.0,43970.0,1.43249237
2024-01-08 08:11:00,43976.5,44025.5,43976.5,44025.5,9.4079064
2024-01-08 08:12:00,44025.5,44054.5,44025.5,44047.0,20.78584628
2024-01-08 08:13:00,44045.0,44045.0,44017.5,44017.5,9.30786597
2024-01-08 08:14:00,44017.5,44018.0,44012.0,44018.0,3.26016746
2024-01-08 08:15:00,44021.5,44021.5,44021.5,44021.5,1.3597901
2024-01-08 08:16:00,44020.5,44020.5,44016.0,44016.0,2.28154498
2024-01-08 08:17:00,44014.5,44032.0,44014.5,44030.0,3.41838933
2024-01-08 08:18:00,44032.0,44048.0,44029.0,44040.5,2.71682679
2024-01-08 08:19:00,44040.5,44053.5,44040.5,44051.5,0.45456921
2024-01-08 08:20:00,44053.5,44054.0,44053.5,44054.0,1.41396219
2024-01-08 08:21:00,44054.0,44065.0,44054.0,44065.0,1.97951026
2024-01-08 08:22:00,44067.0,44067.0,44067.0,44067.0,1.35770531
2024-01-08 08:23:00,44069.5,44080.0,44063.0,44063.0,2.12121974
2024-01-08 08:24:00,44062.5,44068.5,44059.0,44068.5,2.92845571
2024-01-08 08:25:00,44068.5,44068.5,44060.5,44060.5,4.6359885
2024-01-08 08:26:00,44060.5,44060.5,44025.0,44025.0,3.03930321
2024-01-08 08:27:00,44025.0,44025.0,43999.0,43999.0,2.8602203
2024-01-08 08:28:00,43999.0,43999.0,43999.0,43999.0,1.45957863
2024-01-08 08:29:00,44022.5,44022.5,44022.0,44022.0,3.41533778
2024-01-08 08:30:00,44019.0,44019.0,44019.0,44019.0,0.51341466
2024-01-08 08:31:00,44040.0,44048.0,44031.5,44031.5,1.06829028
2024-01-08 08:32:00,44023.5,44030.0,44021.5,44030.0,1.56580627
2024-01-08 08:33:00,44015.5,44015.5,44015.5,44015.5,0.97897332
2024-01-08 08:34:00,44017.5,44027.0,44017.5,44027.0,2.20366258
2024-01-08 08:35:00,44029.5,44036.0,44029.5,44031.0,1.87800695
2024-01-08 08:36:00,44015.0,44015.0,44012.0,44012.0,1.88757326
2024-01-08 08:37:00,44007.0,44007.0,43993.5,43993.5,1.14921207
2024-01-08 08:38:00,43986.5,43986.5,43979.0,43979.0,10.92289693
2024-01-08 08:39:00,43978.5,43980.5,43978.5,43978.5,3.69587035
2024-01-08 08:40:00,43978.5,43978.5,43978.5,43978.5,7.5173096
2024-01-08 08:41:00,43966.0,43966.0,43952.0,43952.0,0.71125019
2024-01-08 08:42:00,43961.5,43961.5,43957.0,43957.0,5.07200193
2024-01-08 08:43:00,43957.0,43957.0,43957.0,43957.0,10.01114726
2024-01-08 08:44:00,43957.0,43957.0,43957.0,43957.0,0.0
2024-01-08 08:45:00,43935.5,43935.5,43935.5,43935.5,2.18433841
2024-01-08 08:46:00,43933.0,43935.5,43932.5,43932.5,4.40923569
2024-01-08 08:47:00,43932.5,43932.5,43915.0,43923.5,7.34211285
2024-01-08 08:48:00,43935.0,43935.0,43935.0,43935.0,0.84283601
2024-01-08 08:49:00,43935.0,43935.0,43935.0,43935.0,0.0
2024-01-08 08:50:00,43940.0,43943.5,43940.0,43943.5,1.22004703
2024-01-08 08:51:00,43940.0,43940.0,43933.0,43933.0,0.00910405
2024-01-08 08:52:00,43933.0,43941.0,43933.0,43941.0,4.54713887
2024-01-08 08:53:00,43926.0,43926.0,43924.5,43924.5,3.49121783
2024-01-08 08:54:00,43924.5,43924.5,43924.5,43924.5,19.43106922
2024-01-08 08:55:00,43911.0,43911.0,43907.5,43907.5,1.38131275
2024-01-08 08:56:00,43907.5,43907.5,43907.5,43907.5,5.81426863
2024-01-08 08:57:00,43899.5,43899.5,43899.5,43899.5,9.77027073
2024-01-08 08:58:00,43899.5,43899.5,43887.5,43887.5,9.95815072
2024-01-08 08:59:00,43887.5,43898.0,43887.5,43897.5,1.77382917
2024-01-08 09:00:00,43892.0,43899.0,43889.0,43899.0,1.9386132
2024-01-08 09:01:00,43899.5,43912.0,43899.5,43912.0,1.21271615
2024-01-08 09:02:00,43912.5,43934.5,43912.5,43934.5,1.83779304
2024-01-08 09:03:00,43934.5,43934.5,43934.5,43934.5,0.0
2024-01-08 09:04:00,43910.5,43910.5,43909.0,43909.0,0.70484513
2024-01-08 09:05:00,43902.5,43908.0,43900.5,43908.0,2.01385904
2024-01-08 09:06:00,43907.5,43907.5,43907.5,43907.5,0.73153789
2024-01-08 09:07:00,43900.5,43900.5,43900.5,43900.5,0.58450359
2024-01-08 09:08:00,43908.0,43908.0,43878.0,43878.0,4.57125912
2024-01-08 09:09:00,43870.5,43881.5,43870.0,43881.5,5.98047543
2024-01-08 09:10:00,43888.0,43888.0,43888.0,43888.0,1.0529074
2024-01-08 09:11:00,43900.0,43901.5,43900.0,43901.5,5.87259525
2024-01-08 09:12:00,43908.5,43908.5,43901.5,43901.5,0.88526846
2024-01-08 09:13:00,43894.5,43894.5,43876.0,43876.5,4.60303123
2024-01-08 09:14:00,43876.5,43876.5,43876.5,43876.5,0.0
2024-01-08 09:15:00,43899.5,43903.0,43893.0,43893.0,2.9178572
2024-01-08 09:16:00,43898.0,43909.0,43898.0,43909.0,1.17079744
2024-01-08 09:17:00,43905.0,43905.0,43905.0,43905.0,0.00022776
2024-01-08 09:18:00,43899.5,43899.5,43899.5,43899.5,0.50137245
2024-01-08 09:19:00,43908.5,43908.5,43908.5,43908.5,0.87090199
2024-01-08 09:20:00,43914.5,43950.0,43911.5,43911.5,10.15020115
2024-01-08 09:21:00,43912.5,43917.5,43906.0,43906.0,5.19627067
2024-01-08 09:22:00,43906.0,43906.0,43881.0,43882.0,0.71312831
2024-01-08 09:23:00,43881.0,43881.0,43878.0,43878.0,3.93836618
2024-01-08 09:24:00,43878.0,43878.0,43861.5,43861.5,0.50289137
2024-01-08 09:25:00,43867.5,43874.0,43860.0,43874.0,4.27688813
2024-01-08 09:26:00,43861.5,43861.5,43861.5,43861.5,4.60836953
2024-01-08 09:27:00,43861.5,43869.5,43845.0,43845.0,2.46801932
2024-01-08 09:28:00,43865.5,43871.5,43865.5,43871.5,1.09121597
2024-01-08 09:29:00,43871.5,43874.0,43866.0,43870.0,2.86312346
2024-01-08 09:30:00,43870.0,43873.5,43869.0,43871.0,2.17499559
2024-01-08 09:31:00,43857.0,43857.0,43844.0,43848.0,10.16615362
2024-01-08 09:32:00,43848.0,43848.0,43833.5,43833.5,11.67925018
2024-01-08 09:33:00,43831.0,43854.5,43830.5,43853.0,4.12864923
2024-01-08 09:34:00,43864.0,43864.5,43864.0,43864.5,0.84555848
2024-01-08 09:35:00,43864.0,43864.0,43850.5,43856.5,3.37021353
2024-01-08 09:36:00,43849.0,43849.0,43849.0,43849.0,0.55941983
2024-01-08 09:37:00,43836.5,43836.5,43820.0,43825.0,2.31391374
2024-01-08 09:38:00,43816.0,43827.5,43816.0,43827.5,6.70744098
2024-01-08 09:39:00,43863.0,43863.0,43844.5,43848.5,33.05432854
2024-01-08 09:40:00,43848.5,43878.0,43848.5,43878.0,16.77343104
2024-01-08 09:41:00,43878.0,43885.5,43878.0,43885.5,160.84428228
2024-01-08 09:42:00,43885.5,43900.5,43865.5,43865.5,201.69726712
2024-01-08 09:43:00,43865.5,43883.0,43865.5,43883.0,200.79611125
